Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original,cat_identificada
Data Visualization Expert,Digital Insights Group,"Sevilla, España",35.000€ - 50.000€ brutos anuales,Sin experiencia,"Temporal, media jornada","Grado en Estadística, Matemáticas, Informática o similar","['sql', 'python', 'excel', 'tableau']","En Digital Insights Group, nos encontramos en la búsqueda de un/a Data Visualization Expert para unirte a nuestro equipo ubicado en Sevilla, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en SQL, Python, Excel, Tableau para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en SQL, Python, Excel, Tableau. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Sin experiencia de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 35.000€ - 50.000€ brutos anuales y Temporal, media jornada, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00237,Data Analyst,
Power BI Specialist,Metric Masters,"Valencia, España",35.000€ - 50.000€ brutos anuales,Al menos 5 años,Contrato de prácticas,"Grado en Estadística, Matemáticas, Informática o similar","['powerbi', 'r', 'analisis critico', 'trabajo en equipo']","En Metric Masters, nos encontramos en la búsqueda de un/a Power BI Specialist para unirte a nuestro equipo ubicado en Valencia, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Power BI, R, Análisis crítico, Trabajo en equipo para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Power BI, R, Análisis crítico, Trabajo en equipo. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 35.000€ - 50.000€ brutos anuales y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00238,Data Analyst,
Senior Data Analyst,Innovate Analytics,"Sevilla, España",35.000€ - 50.000€ brutos anuales,3-5 años,Contrato de prácticas,Máster en Análisis de Datos o Business Intelligence,"['sql', 'python', 'excel', 'tableau']","En Innovate Analytics, nos encontramos en la búsqueda de un/a Senior Data Analyst para unirte a nuestro equipo ubicado en Sevilla, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en SQL, Python, Excel, Tableau para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en SQL, Python, Excel, Tableau. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 3-5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 35.000€ - 50.000€ brutos anuales y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00239,Data Analyst,
Power BI Specialist,Visionary Data,"Zaragoza, España",35.000€ - 50.000€ brutos anuales,3-5 años,Contrato de prácticas,"Grado en Estadística, Matemáticas, Informática o similar","['powerbi', 'r', 'analisis critico', 'trabajo en equipo']","En Visionary Data, nos encontramos en la búsqueda de un/a Power BI Specialist para unirte a nuestro equipo ubicado en Zaragoza, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Power BI, R, Análisis crítico, Trabajo en equipo para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Power BI, R, Análisis crítico, Trabajo en equipo. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 3-5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 35.000€ - 50.000€ brutos anuales y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00240,Data Analyst,
Data Analyst Junior,Innovate Analytics,"Granada, España",Salario no disponible,3-5 años,"Proyecto, freelance","Grado en Estadística, Matemáticas, Informática o similar","['tableau', 'sql', 'analisis de datos', 'machine learning']","En Innovate Analytics, nos encontramos en la búsqueda de un/a Data Analyst Junior para unirte a nuestro equipo ubicado en Granada, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Tableau, SQL, Análisis de datos, Machine Learning para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Tableau, SQL, Análisis de datos, Machine Learning. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 3-5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de Salario no disponible y Proyecto, freelance, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00241,Data Analyst,
Data Visualization Expert,Digital Insights Group,"Sevilla, España",28.000€ - 35.000€ brutos anuales,Sin experiencia,"Temporal, media jornada",Máster en Análisis de Datos o Business Intelligence,"['sql', 'python', 'excel', 'tableau']","En Digital Insights Group, nos encontramos en la búsqueda de un/a Data Visualization Expert para unirte a nuestro equipo ubicado en Sevilla, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en SQL, Python, Excel, Tableau para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en SQL, Python, Excel, Tableau. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Sin experiencia de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Temporal, media jornada, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00242,Data Analyst,
Data Quality Analyst,Pipeline Analytics,"Córdoba, España",50.000€ - 70.000€ brutos anuales,Al menos 5 años,Contrato de prácticas,"Grado en Estadística, Matemáticas, Informática o similar","['python', 'sql', 'comunicación', 'bi']","En Pipeline Analytics, nos encontramos en la búsqueda de un/a Data Quality Analyst para unirte a nuestro equipo ubicado en Córdoba, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Python, SQL, Comunicación, BI para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Python, SQL, Comunicación, BI. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00243,Data Analyst,
Python Data Analyst,Pipeline Analytics,"Valencia, España",50.000€ - 70.000€ brutos anuales,3-5 años,Contrato de prácticas,"Grado en Estadística, Matemáticas, Informática o similar","['python', 'tableau', 'sql', 'machine learning', 'analisis de datos']","En Pipeline Analytics, nos encontramos en la búsqueda de un/a Python Data Analyst para unirte a nuestro equipo ubicado en Valencia, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Tableau, SQL, Análisis de datos, Machine Learning para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Tableau, SQL, Análisis de datos, Machine Learning. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 3-5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00244,Data Analyst,
Senior Data Analyst,Digital Insights Group,"Valencia, España",50.000€ - 70.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa",Máster en Análisis de Datos o Business Intelligence,"['excel', 'powerbi', 'trabajo en equipo', 'visualizacion']","En Digital Insights Group, nos encontramos en la búsqueda de un/a Senior Data Analyst para unirte a nuestro equipo ubicado en Valencia, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Excel, Power BI, Trabajo en equipo, Visualización para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Excel, Power BI, Trabajo en equipo, Visualización. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Indefinido, jornada completa, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00245,Data Analyst,
Reporting Specialist,DataFlow Corp,"Barcelona, España",28.000€ - 35.000€ brutos anuales,1-2 años,"Indefinido, jornada completa",Máster en Análisis de Datos o Business Intelligence,"['powerbi', 'r', 'analisis critico', 'trabajo en equipo']","En DataFlow Corp, nos encontramos en la búsqueda de un/a Reporting Specialist para unirte a nuestro equipo ubicado en Barcelona, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Power BI, R, Análisis crítico, Trabajo en equipo para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Power BI, R, Análisis crítico, Trabajo en equipo. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 1-2 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Indefinido, jornada completa, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00246,Data Analyst,
Data Visualization Expert,DataFlow Corp,"Málaga, España",50.000€ - 70.000€ brutos anuales,3-5 años,"Indefinido, jornada completa","Grado en Estadística, Matemáticas, Informática o similar","['sql', 'python', 'excel', 'tableau']","En DataFlow Corp, nos encontramos en la búsqueda de un/a Data Visualization Expert para unirte a nuestro equipo ubicado en Málaga, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en SQL, Python, Excel, Tableau para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en SQL, Python, Excel, Tableau. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 3-5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Indefinido, jornada completa, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00247,Data Analyst,
Business Intelligence Analyst,DataFlow Corp,"Madrid, España",35.000€ - 50.000€ brutos anuales,3-5 años,"Temporal, media jornada","Grado en Estadística, Matemáticas, Informática o similar","['tableau', 'sql', 'analisis de datos', 'machine learning']","En DataFlow Corp, nos encontramos en la búsqueda de un/a Business Intelligence Analyst para unirte a nuestro equipo ubicado en Madrid, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Tableau, SQL, Análisis de datos, Machine Learning para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Tableau, SQL, Análisis de datos, Machine Learning. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 3-5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 35.000€ - 50.000€ brutos anuales y Temporal, media jornada, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00248,Data Analyst,
Python Data Analyst,Trend Analytics,"Granada, España",28.000€ - 35.000€ brutos anuales,Al menos 5 años,Contrato de prácticas,Máster en Análisis de Datos o Business Intelligence,"['python', 'powerbi', 'r', 'análisis crítico', 'trabajo en equipo']","En Trend Analytics, nos encontramos en la búsqueda de un/a Python Data Analyst para unirte a nuestro equipo ubicado en Granada, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Power BI, R, Análisis crítico, Trabajo en equipo para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Power BI, R, Análisis crítico, Trabajo en equipo. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00249,Data Analyst,
Power BI Specialist,DataFlow Corp,"Alicante, España",50.000€ - 70.000€ brutos anuales,Al menos 5 años,"Temporal, media jornada",Máster en Análisis de Datos o Business Intelligence,"['powerbi', 'tableau', 'sql', 'analisis de datos', 'machine learning']","En DataFlow Corp, nos encontramos en la búsqueda de un/a Power BI Specialist para unirte a nuestro equipo ubicado en Alicante, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Tableau, SQL, Análisis de datos, Machine Learning para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Tableau, SQL, Análisis de datos, Machine Learning. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Temporal, media jornada, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00250,Data Analyst,
Senior Data Analyst,Metric Masters,"Granada, España",28.000€ - 35.000€ brutos anuales,Al menos 5 años,"Proyecto, freelance","Grado en Estadística, Matemáticas, Informática o similar","['tableau', 'sql', 'analisis de datos', 'machine learning']","En Metric Masters, nos encontramos en la búsqueda de un/a Senior Data Analyst para unirte a nuestro equipo ubicado en Granada, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Tableau, SQL, Análisis de datos, Machine Learning para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Tableau, SQL, Análisis de datos, Machine Learning. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Proyecto, freelance, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00251,Data Analyst,
SQL Data Analyst,Innovate Analytics,"Málaga, España",Salario no disponible,Sin experiencia,Contrato de prácticas,Máster en Análisis de Datos o Business Intelligence,"['excel', 'powerbi', 'trabajo en equipo', 'visualizacion']","En Innovate Analytics, nos encontramos en la búsqueda de un/a SQL Data Analyst para unirte a nuestro equipo ubicado en Málaga, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Excel, Power BI, Trabajo en equipo, Visualización para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Excel, Power BI, Trabajo en equipo, Visualización. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Sin experiencia de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de Salario no disponible y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00252,Data Analyst,
Reporting Specialist,Insightful Minds,"Sevilla, España",28.000€ - 35.000€ brutos anuales,Sin experiencia,Contrato de prácticas,Máster en Análisis de Datos o Business Intelligence,"['sql', 'python', 'excel', 'tableau']","En Insightful Minds, nos encontramos en la búsqueda de un/a Reporting Specialist para unirte a nuestro equipo ubicado en Sevilla, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en SQL, Python, Excel, Tableau para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en SQL, Python, Excel, Tableau. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Sin experiencia de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00253,Data Analyst,
